id,post_id,parent_id,content,status,created_at,user_id
7169,83203,,"共働きから出産後専業主婦になりました。
外で働くことがいかに大変かわかっています。
でも、主婦は土日なし、こどもがいれば朝夜関係なしです。
ご主人が家事、育児を手伝うのは当たり前です。
手伝ってくれるご主人に文句を言うのおかしいですが、主婦（育児）が大変のはもっともです。

誰しも自分が一番たいへん、つらいと思うものです。
その立場になって、やっとわかるものです。",approved,2025-09-16 22:20:45+00,2001
7325,83203,,旦那が家にいなければ自分が家事をやるしかないのでやりますが、いたら頼りたくなってしまうのは分かります。,approved,2025-09-17 11:07:57+00,
7366,83203,,専業主婦をする奥さん、外で働く旦那さん、と線引きしてるなら専業主婦は奥さんが出来るだけ頑張った方が良いでしょう。でも専業主婦は有給休暇もないのが可愛そうです。,approved,2025-09-17 13:14:58+00,2003
7373,83234,,あると思います。結婚すると実家、義実家との付き合いもあり、その中で考え方の違いや価値観のズレって出てくると思います。,approved,2025-09-17 13:27:52+00,2006
7423,83203,,専業主婦です。子供がまだ小さくて夜中も起きるので毎日睡眠不足で24時間休み無しです。そんな中で家事を手伝ってくれる旦那に感謝はしますが、おかしいとは思いません。,approved,2025-09-17 14:52:42+00,2006
7457,83234,,人間性格が変わることもあるので。,approved,2025-09-17 15:25:02+00,2001
15804,98595,,"レスが遅くて、ごめんなさい。

すっかり日が空いてしまいました。

今考えると、同棲をしようって話になった時、がなつかしいです。

あの頃は、なんとなくお互いに「結婚できたらいいね」なんて話してました。

でも、そんな夢みたいな話は、彼の本性を知ってしまったせいで無残に消え去りました。

彼って、まったく家事をしない人なんですよね。

家事は女のするものだっていう、思い込みがすごい激しくて。

友達に、そんな彼のことを話したら「それって昔でいう亭主関白ってやつじゃん！」って言ってました。

でも、彼が家事をしないなら、私がすればいいって当時の私は思ってしまって。

「彼氏に尽くす私って、なんかいいな」って、ちょっと酔っていた節もあったのかも。
だから、はじめははりきって、お家のことやってましたね。

まあ相手の顔がよかったから、何でもやってあげられたみたいな部分はあるかもしれないです。

同棲生活の1ヶ月目はなんだかんだいって順調だったんですよ。

でも、2、3ヶ月くらいたってきてから、さらに彼の化けの皮がはがれていきました。

なんていうか……思い込みがすごく激しいというか。

「これはこうあるべき」みたいな、固定概念がすごく強いというか。

たとえば「女は常に男の欲求にこたえるべき」みたいな。

だんだんと彼の強引なところが、日増しに目につくようになってきました。",approved,2025-11-26 17:19:58+00,2006
28738,105154,,"妥協点を考えて結婚してなかったので
自分の未来予想と違うところ色々あるけど
1番理想の違うところはどこかなと考えるとルックスかなと思いました笑
でも、子供は可愛いし、私は男も女もルックスは自分磨きをするかしないかによるかなと思っているので、妥協とゆうと違う感じはしますが、しいてあげるなら、ルックスかなと。",approved,2025-05-13 12:29:57+00,2002
7462,83203,,"別におかしくないですよ
専業主婦は年中無休ですからね",approved,2025-09-17 15:32:29+00,2007
7466,83203,,旦那さんは自分が手伝いたくないのならお手伝いさんを雇えばいいのです,approved,2025-09-17 15:36:58+00,2006
7471,83203,,家事を手伝ってもらうのはおかしくないと思います。家の中のことすべてを一人で完全に行うことは難しいと思うので、助け合えばよいのでは？と思います。,approved,2025-09-17 15:42:51+00,2002
7472,83203,,旦那がどの程度忙しいかにもよるので一概に言えないですね,approved,2025-09-17 15:43:12+00,2003
7481,83234,,"一緒に住んでみて合わない、ってことはよくあると思います。
実際に私は彼と同棲を始めて、育ってきた環境が違うとこんなに感覚が違うのか！と思うことが沢山あり、よくイライラしています汗",approved,2025-09-17 15:51:52+00,
7576,83203,,その家庭の状況によって違ってくるんじゃないかなあ,approved,2025-09-17 18:23:18+00,2003
7709,82384,,"私は借金を全額返済してから結婚しました
夫には借金の話は一切したことありません",approved,2025-09-18 03:11:10+00,
7720,82384,,その前にお相手は結婚を望んでいるのか確かめるべきです。お金の問題もありますが曖昧なままだと悩みが絶えないと思います。,approved,2025-09-18 03:53:06+00,2005
7725,83234,,素人でも相性占いで相手を照らし合わせてみるとその年々で違う診断結果がでるときがあります。確か西洋占星術か四柱推命だったと思います,approved,2025-09-18 04:24:52+00,
22665,102268,,"
結婚を前提にっていう話をした方がいいのかなと思いました。
あたしは婚約してからのすぐに部屋を決め同棲し、その後入籍する日も決めていたのでだらだら、、、とはなりませんでした。
生活している中での大きな問題等は無かったし価値観も同じような感じだったのでそのまま入籍し結婚しましたが、パートナーと言えど他人との生活なので、金銭面の価値観や家事の価値観など、事前に話し合ってみてからでもいいのではないでしょうか？
生活費の捻出はどちらがどれくらいの割合で出すとかもあるでしょうし、、、
同棲するなら結婚も意識するけどそう思ってていいの？等さらっと聞いちゃってもいいかもですね〜",approved,2025-01-20 15:52:00+00,
28756,105154,,"趣味です。本を読んだり家でじっとしていることが好きな私と、体を動かすことの好きな主人。妥協も何も、お互いに歩み寄ろうとすらしていません(笑)
向こうは私が何を読んでいるのかなんて気にしないし、私も今更スポーツのルールを覚えようなんてしません。でも子供と外で目いっぱい遊んでくれるので、私と違って子供たちは活発に育ちました。私は絵本の読み聞かせ担当で、それぞれ趣味が違うからこそ上手く行っている面があると思います。",approved,2025-05-13 13:13:39+00,2001
4222,82524,,"うーん…難しい。
付き合って1ヶ月なのですよね？
彼はあなたと結婚したい、とのことですが、あなたの方はどうですか？
彼と結婚したいと思いますか？
なぜ？
二人はお互いによく知り合えているのでしょうか？
また、あなたが大卒の資格を取りたいのはなぜですか？
それは彼からのあなたの印象に関わることですか？
あなたは、これから先何年かかっても大卒に挑戦したいと思いますか？
あなたが本当にしたいことなら、そして二人の関係が本物なら、彼は絶対応援してくれるはずです。
今の段階で「実は、大卒の資格取りたいんだ」と彼に話してみてはいかがですか。
それができない雰囲気があるなら、何かが変だと思います。",approved,2025-09-01 01:17:38+00,2010
7965,83560,,実際女の人の不倫は多いのかもしれないですね・・・。不倫もひどければ慰謝料請求されることもあるし、本当はなにがあってもいいって覚悟できてなきゃできないとは思いますけど・・・,approved,2025-09-18 15:30:46+00,2009
8023,83560,,"私の職場にもいますよ
もともと恋愛体質で常に彼氏がいるって言ってました
すごい色気のある方です",approved,2025-09-18 21:06:12+00,
8036,83560,,"&gt;&gt;3 
確かに！友達も元々恋愛体質な子が多いです。
不倫っていう感覚がないのかもですねー。",approved,2025-09-18 21:27:21+00,2005
8055,83574,,"ポケットに手を突っ込むのと同じようなことでは。
なんとなくリラックスさせるために何かを触りたいって心理でありそう。",approved,2025-09-18 22:40:53+00,2010
8060,83574,,"なんか不安感か飽きがあるんでしょうね。
自分の体触るって不安な時や手持ち無沙汰な時にやりますから。",approved,2025-09-18 22:47:42+00,2005
8062,83560,,やっぱりそういう人はいますよね。私はそういうだらしない人たちとは仲良くしたくないし、関わりたくないです。,approved,2025-09-18 22:52:46+00,
8097,83574,,自分はやらない・・・と思うので想像ですが、身体が安定して落ち着くってのはあるかも知れません。,approved,2025-09-19 05:17:50+00,2001
8137,83560,,"不倫したくなる気持ちはわからなくもないですが、実際にする人ってそんなにいるんですね…
男の不倫は、不倫というか浮気。体と心を少し満たしてもらう目的ですね。
女の不倫は結構本気。不倫相手のことを結構好きになっちゃうから厄介ですよね。",approved,2025-09-19 08:36:47+00,2003
8152,83560,,"&gt;&gt;6 
好きになっちゃったらしょうがないと思う
でも相手の家庭を壊しちゃうのはダメだと思う",approved,2025-09-19 10:11:57+00,2007
8172,83560,,私の周りには居ないですね。不倫をしていることを堂々と言うような人は正直ひいちゃいます。。,approved,2025-09-19 12:20:12+00,2005
8174,83588,,全然趣味じゃない服を貰って正直困りました。普段のテイストと全く違うもので、手持ちの靴や鞄とも合わなくて結局部屋着になりました。,approved,2025-09-19 12:26:57+00,2006
8177,83588,,腹巻をもらって困りました。最初の頃は無理して使っていたけどフリマアプリで売りました。,approved,2025-09-19 12:34:37+00,2002
8184,83574,,カッコつけているのかもしれません。,approved,2025-09-19 12:44:51+00,2003
28762,105154,,個人的に身長、年齢はどうでもいいです,approved,2025-05-13 13:19:59+00,2001
8186,83560,,普通ではないですね。自身に満ち溢れている人は作るかもしれませんね。,approved,2025-09-19 12:46:44+00,2004
8189,83560,,"彼を作るのはかってですが、それを人に喋るのは、その人自身の品にかけると思います。私はそんなおしゃべりな方とは、お付き合いしたくないですね。その人を軽蔑します。
決して真似をしないように。
不倫をするなら、口が硬くないとしてはいけません。",approved,2025-09-19 12:49:40+00,
8220,83560,,"そのご友人、旦那さんが彼女作ったりしてたら何て言うんでしょう。
相手はダメだけど自分はいいみたいな考え方はしたくないです。",approved,2025-09-19 15:45:40+00,2009
8222,83588,,好みじゃないアクセサリー。しかも金属アレルギーもちの私には付けれないものでした。今も箱に入ったままです。,approved,2025-09-19 15:49:15+00,2008
8223,83203,,専業主婦がそんなに大変なら外に出て働けばいいのでは？？,approved,2025-09-19 15:50:30+00,
8224,83588,,好みに合わない服には困りました,approved,2025-09-19 15:50:48+00,2010
8257,83560,,"ありえない。
結婚したら旦那様一筋です。
心の底まで惚れさせてくれた方と結婚するのです。",approved,2025-09-19 16:39:02+00,2008
8258,83574,,"気にしたことない…。
気になります？",approved,2025-09-19 16:40:26+00,964
8286,83588,,昔の彼氏にもらった、ぬいぐるみを作るキット。ぬいぐるみじゃなくて！別に手芸が好きでもないのに…。仕方なく作りましたが(笑),approved,2025-09-19 17:15:33+00,2005
8289,83560,,"考えられないんですけど。
だったら、結婚するな！って思う。
なんで結婚したの？",approved,2025-09-19 17:18:52+00,
8290,83588,,"逆に私がブランドものの財布を上げたらハードル上がるからダメだよって
怒られた記憶があります。
それ以来は一緒に買い物しにいくようになりました。",approved,2025-09-19 17:21:24+00,2008
8316,83588,,"柄、色、デザインが全部一緒でサイズだけが違うバッグを二個貰った事があります。
大きさで悩んだから両方買ってきたらしいです。
だったら別々のを二個買って、と思ってしまいました。",approved,2025-09-19 19:58:06+00,2001
8327,81181,,"消防団は歴史が古いからなあ。だいたい、消防団入っている人は他の活動も熱心にしてそう。
札幌よりも、熱海とか近場の旅行が最近は多いのでは？",approved,2025-09-19 21:26:03+00,964
8333,83588,,"ギターの本。
彼がギターにはまっていた時期の私への誕生日プレゼント。
自分か欲しい物をプレゼントするという昔ながらのセオリーには合ってているけれど、私ギター興味ないし。。。ってなった。",approved,2025-09-19 22:35:18+00,
8351,83560,,"周りにしている人がいると、自分も、、と思ってしまってそういう人がたくさんいる職場になっていたりしそうですよね。子供と同じで周りに影響されてしまうというか、、
でも、子供じゃないし、善悪の判断は失いたくないですね。",approved,2025-09-19 23:43:37+00,2007
8384,83588,,めちゃくちゃ重たいルイヴィトンのバッグ,approved,2025-09-20 05:44:30+00,
8389,83588,,"私の着ているテイストとはかなりかけ離れた白いテカテカ素材のジャケット。
しかもサイズも大き過ぎるものでした。
なんで着ないの？ときかれ、飲み物をこぼしてシミができちゃったから、、と言い訳したことがあります、、",approved,2025-09-20 05:57:27+00,2008
8447,83560,,男性も多いでしょうが、女性も負けてないと思います。女性の方がのめり込みそうな気がします。,approved,2025-09-20 08:44:46+00,2002
8495,83588,,好みじゃない服をもらいました。無理をして着ています。,approved,2025-09-20 10:05:14+00,2006
8501,83560,,私の周りでは、女性の方がたくさんやっています。土地柄なんかにもよるのかなぁ・・・,approved,2025-09-20 10:20:23+00,2006
34674,105360,,学歴はあまり気にしません。高卒の方が稼げてるって場合が結構あります。,approved,2025-06-03 18:59:15+00,2010
34711,83560,,ないですね..自分や家庭のことで精一杯で、他人のことまで気が回らないです。,approved,2025-09-18 06:12:57+00,2008
35174,106488,,大学のゼミ仲間です。,approved,2025-06-03 23:56:53+00,2007
8514,83574,,"ほぼ毎日のように身につけているものなので触ると安心するんだと思います。
僕も緊張した際無意識にベルト上にあげてます。",approved,2025-09-20 10:33:36+00,
8528,83574,,その姿勢が楽なのではないでしょうか。確かにそう言う姿勢の男性ってよく見ますね。,approved,2025-09-20 10:46:07+00,2004
8547,83588,,ブランドのバッグをもらいましたが興味がないので売りました。,approved,2025-09-20 10:55:58+00,2001
8553,83588,,電卓をもらったことがあります。なんで！？ってなりました。,approved,2025-09-20 10:59:46+00,2001
8559,83588,,"自分の趣味に合わない服をもらったことがあります。
やっぱり人によって好みの分かれるものはプレゼントしないほうがいいかもですね。",approved,2025-09-20 11:02:43+00,2002
8563,83588,,財布をもらったことがありますが、使い勝手が悪かったので友人にあげました。,approved,2025-09-20 11:04:19+00,2005
8574,83560,,聞いたことないし、自分もしようとは思わないです。,approved,2025-09-20 11:08:53+00,2002
8575,83588,,ウィルコムを買ってもらったことがあります。そんなに電話したいほうではないので困りました。,approved,2025-09-20 11:10:01+00,2010
8626,83588,,シャーペンを買ってもらったことがありますが、正直安価です。。,approved,2025-09-20 13:13:17+00,2007
8635,83588,,ネックレスを買ってもらったことがありますが、好みではなかったので売りました。,approved,2025-09-20 13:17:25+00,2008
8642,83560,,女性は欲張りですからね。基本浮気はするでしょう,approved,2025-09-20 13:21:27+00,
8643,83588,,キーケースをもらったのですが、今まで使ってたもののほうが機能性が良かったです。,approved,2025-09-20 13:21:31+00,
8696,83588,,水筒をもらいましたが、使うシーンが全くなかったです。,approved,2025-09-20 13:49:49+00,2007
8707,83588,,キーホルダーをもらいました。どこにつけるかいまだに迷っています。,approved,2025-09-20 13:53:43+00,2007
8716,83588,,お土産のキーホルダーとかもらいましたけども使うことないしいりません,approved,2025-09-20 13:58:05+00,2006
8726,83560,,不倫ドラマに影響されて、憧れもあるんじゃないですか？,approved,2025-09-20 14:02:48+00,2009
8732,83560,,&gt;&gt;18 それは偏見だと思います。,approved,2025-09-20 14:05:25+00,2003
8750,83574,,とくに気にした事はありませんが、言われてみればやっているような気がします。手持ち無沙汰なんじゃないでしょうか。,approved,2025-09-20 14:14:36+00,2003
8756,83574,,意味はないと思いますよ,approved,2025-09-20 14:18:23+00,2004
8760,83588,,花は手入れが面倒ですし、枯れますしいらないですね,approved,2025-09-20 14:20:03+00,2006
8812,83588,,"アイドルの似顔絵がプリントされた奇妙なTシャツをもらいました。
しかも、次のデートで同じもの着てきました！
オソロかい！！

着て行かなくて良かった…
（一度も着てません）",approved,2025-09-20 15:11:44+00,2010
8830,83588,,カバンをもらいましたが容量が少なすぎて1回も使っていません。,approved,2025-09-20 15:32:07+00,
8861,83588,,お酒のボトルをもらいました。あまりお酒強いほうではないので困りました。,approved,2025-09-20 16:01:41+00,2003
8870,83588,,スカートをもらいましたが、スカート苦手です。,approved,2025-09-20 16:07:40+00,2007
34687,105154,,趣味ですね。結婚して子供ができるとそこまで趣味に没頭することないし、1人でいる時や自分の時間が取れる時に好きな事をやるので十分だと思ってます。,approved,2025-06-03 19:03:25+00,2010
35178,106488,,"同じ職場の仲間です。
社員旅行で意気投合してしまい、
現在に至り後悔しています。",approved,2025-06-03 23:58:53+00,2002
8881,83588,,ネックレスをもらいましたが、色が好みではないのでつけていないです。,approved,2025-09-20 16:18:16+00,2005
8887,83588,,お財布をもらいましたが今使ってるものが使いやすいので、プレゼントのは使ってないです。,approved,2025-09-20 16:23:05+00,2006
8897,83574,,女性が髪触るみたいな感じでは。,approved,2025-09-20 16:43:00+00,2002
8905,83588,,ネックレスをもらいましたが、好みではなかったので売りました。,approved,2025-09-20 16:47:04+00,2007
8923,83234,,私は経験がないのですが多分付き合っているときには出さなかった性格が結婚した後に出てきたと言うことではないでしょうか,approved,2025-09-20 18:04:39+00,2008
9021,83588,,マフラーをクリスマスプレゼントにあげてがっかりされました。自分で選んでもらった方が良かったと反省しています。,approved,2025-09-21 07:51:11+00,
9071,83203,,"どんな状況でも常に自分は大変だ、と言いたがる人は結構いますので、まぁ気にしないことですよ。
スルーが一番！",approved,2025-09-21 15:07:23+00,2007
9114,83726,,余計なことを言わない方が良いと思います。もしそれが原因で離婚などになった場合、貴方が話したせいで離婚した！って逆恨みされる可能性もあります。ほっときましょう、その時が来ればバレますよ。,approved,2025-09-21 21:27:52+00,964
9121,83726,,私は教えてあげると思いますそれが本当の友達だと思うしそんな人と付き合っているとしても幸せになれそうにないから,approved,2025-09-21 22:05:23+00,2003
9125,83203,,うちは全然手伝ってもらいますよ。専業主婦だけども料理も洗濯物も全部やってくれます,approved,2025-09-21 22:10:24+00,2006
9130,83203,,専業主婦だから、家事は全部奥さんに任せて旦那さんは何にもしないというのは違うと思います。子供がいなかったら気持ちもわかりますが、一緒に住んでいる家のことだから旦那さんも少しは興味を持つべきだと思います。,approved,2025-09-21 22:14:08+00,2006
9135,83737,,"私の友達にもいるのでウンザリの気持ち分かります。
何で不倫の話を堂々とできるのかな？とか色々思うことはありますが、ふーんふーんって流すようにしています。やめときなーということも前はあったんですけど、私が言ってやめるわけもないので。
その友達といて楽しくなければ疎遠にしてもいいんじゃないかなと思いますよ。",approved,2025-09-21 22:26:11+00,2004
9144,83737,,"疎遠にすべきです。
知っていたのになんで止めなかったのかととばっちり喰らう可能性だってゼロじゃありません。
色恋にだらしのない人に良い人なんていないしあなたにメリットなんで全くないのですっぱり縁を切るのが一番でしょう。",approved,2025-09-21 22:44:06+00,2005
34690,105154,,ルックスです！,approved,2025-06-03 19:04:38+00,2007
35134,104199,,子供について考えなければいけないからです,approved,2025-06-03 23:34:39+00,2003
35180,106488,,"3回目のお見合いで知り合いました。
良い人に巡り合ったようです。",approved,2025-06-04 00:00:25+00,2001
9168,83737,,"ダブル不倫の話なんて聞きたくないですよね

私なら距離を置くと思います",approved,2025-09-22 06:32:58+00,2007
9169,83726,,"私は教えてあげます
いつかはバレルので",approved,2025-09-22 06:35:15+00,2008
9243,83726,,私なら言わないかな、と思います。その友人が何も知らずに浮気が終わって何もなかったように過ごせるのなら知らない方が良いこともあるのかなと思います。,approved,2025-09-22 19:39:26+00,2005
9322,83812,,食事くらいなら心配しないですけど、誰にでも優しいタイプの男性なら心配にもなりますよね。でも、信じるしかないと思います！,approved,2025-09-23 16:41:50+00,2001
9324,83812,,誰にでも優しいって良いじゃないですか。誰にでも酷い人より全然いいでしょう。信じてあげましょうよ。,approved,2025-09-23 18:17:20+00,2009
9332,83812,,"私は二人だけで行くのは嫌ですね…
誰にでも優しいって誤解されたり、変な女性も寄ってきますよね",approved,2025-09-23 19:32:19+00,2008
9342,83737,,私も距離をおくと思います。不倫の話なんか聞いてても何も楽しくないし、話を聞くのがストレスになりそうです。,approved,2025-09-23 20:34:23+00,2003
9365,83812,,&gt;&gt;2 心配ですがやはり信じるしかないですよね…。ありがとうございます！,approved,2025-09-23 23:31:55+00,
9366,83812,,&gt;&gt;3 まつさん！そうですね！誰にでも酷いよりはいいですね！彼を信じてみます！ありがとうございます。,approved,2025-09-23 23:33:06+00,964
9368,83812,,&gt;&gt;4 2人だけって嫌ですよねー。彼を信じてても女友達は信じられませんから！モヤモヤしちゃいますー。コメントありがとうございます！,approved,2025-09-23 23:35:26+00,
9387,83812,,二人は嫌だな～信じるとかじゃなくて、彼氏は二人で会うことに対して彼女に申し訳ないとかないの？,approved,2025-09-24 10:00:42+00,2010
9445,83737,,"こんにちは。
その「お友達」は、うみさんを「感情のゴミ箱」にしているのだと思います。
ストレスや背徳感や罪悪感をいくら放り投げてもしっぺ返しが来ない、都合のいい「感情のゴミ箱」です。
そうした接し方をしてくる人はこちらを人間として見ていません。
一刻も早く距離を置くことを強くおすすめします。",approved,2025-09-24 15:52:19+00,2005
9453,83737,,疎遠にすべきです。不倫の後ろめたさがあるのであなたに話して同意や共感を求めているだけです。,approved,2025-09-24 15:57:03+00,2009
9469,83737,,"自分なら友達関係やめるかな。いずれその友達は離婚問題でもめるし、その時貴方を巻き込んで来ますよ。

面倒に巻き込まれたくなかったら、縁を切るべきかな。寂しいだろけど。",approved,2025-09-24 20:18:31+00,2008
9497,83588,,脇毛のシェイバー。今までもらったことあるという女性に出会ったことない。,approved,2025-09-25 02:20:35+00,2010
9530,83737,,ダブル不倫なんて誰も幸せになれないのに…。お友達も早くその事実に気がついて、やめられたらいいですね。私なら｢最近忙しくて…｣と、なるべく会わないようにして距離を置きます！,approved,2025-09-25 10:35:53+00,
9539,83726,,私は言わないと思います。いくら友達でも、やっぱり他の家の問題には踏み込まない方がいいと思うからです！,approved,2025-09-25 11:14:53+00,2002
9570,83812,,&gt;&gt;8 直接聞いた事が無いので申し訳ないと思ってるかどうかわからないですね…。友達かどうかは言ってませんが、女の人と2人で会うのは嫌だなとは伝えてます。,approved,2025-09-25 16:40:34+00,
34693,105154,,中身が良ければそれで良いですね。,approved,2025-06-03 19:05:08+00,2001
35181,106488,,卒業後も仲良くしていた大学の同期が、会社で仲良くしている人を紹介してくれました！,approved,2025-06-04 00:00:54+00,2010
58532,102072,,"漫画の女子が言ってるように、もし高校生で学校帰りとかなら別に良い。
でも、社会人になった大の男が初デートでファミレスは無い。
良いトシの男にファミレスで告られたけど、速攻断ったことがある。
どれだけケチなのか、相手を喜ばしたいという考え方ができないのか、もし付き合ったとしたときのその男の嫌な部分が思い切り見えた感じ。

友達の旦那がまさにそういう人だったみたいで、結婚してから転勤が多くて奥さん仕事辞めさせたののに、家賃とギリギリの生活費しか出してくれず、足らない分や彼女自身のお小遣いは働いていた時の貯金を切り崩して生活していたけど、限界がきて結局離婚した。

何度かデートして、今度から時々ファミレスとか使ってもいい？っ聞いてくれるなら構わないけど。",approved,2025-01-17 23:19:53+00,
9633,83812,,"よほど仲の良い友達なら良いですが、少し心配になる気持ちも分かります。
他にも信じられないことがあるなら、話し合った方が良いかと思いますが、信じてあげることも大切ですよね。",approved,2025-09-25 18:56:23+00,
9671,83737,,私だったらそんな激ヤバな人とは距離を置きますね。悪影響受けたくないもの。,approved,2025-09-25 19:28:42+00,2005
9698,83812,,&gt;&gt;10 あまりにも褒めすぎで信じられない事はありますね。でも基本は誠実で真面目なので信じてみる事にします！,approved,2025-09-25 19:45:44+00,2007
9700,83737,,楽しく話が聞けないんだったら縁を切ればいいと思いますよ。ストレスになることからは距離を置くのが一番ですよ。,approved,2025-09-25 19:46:27+00,2007
9747,83737,,"私なら距離置きます。
聞きたくもない話を毎回毎回聞かされても、ストレスになるだけです。
友達なら、楽しく過ごしたいですよね～。",approved,2025-09-25 20:21:08+00,2005
9809,83737,,"私も知人でしている人がいました。話を聞いても不快ですし、もし自分が何かトラブルに巻き込まれたら嫌なのでだんだんと距離を置きました。
話を聞いていて嫌なら付き合いをやめた方がいいと思います。",approved,2025-09-25 22:41:35+00,2007
9916,83737,,距離置いていいと思います。その友達といて良い事何もない。不倫は心の殺人です。その友達いつか自分がされたら分かると思います。誰も得をせず不幸になるだけです。その時には因果応報と言っていつか巡り巡って自分に帰って来ると思います。,approved,2025-09-26 06:14:51+00,
9919,83726,,友達のこととは言え、こういった問題には口を出さないほうがいいと思いますよ。そっとしておくのが一番です。,approved,2025-09-26 07:09:52+00,2004
9955,83737,,"ピュアな恋愛ではないのですから話にかかわらないほうが良いと思います
トピさんが関係者のようになっても困りますから",approved,2025-09-26 09:05:10+00,
9958,83588,,"服
Ｔシャツでしたが、白地で･･･
下着が透けるから困るんだけど",approved,2025-09-26 09:08:31+00,2008
9962,83726,,"私は言いません、自分の一言が原因でこの先･･･　荷が重くないですか？
友達が大事で隠すのがつらければ、証拠があれば匿名ですかね
証拠がないと自分の立場が悪くなりますよ",approved,2025-09-26 09:15:44+00,2009
9976,83726,,言う必要はないと思います。その夫婦のその後に責任が持てませんので。,approved,2025-09-26 10:02:03+00,2008
9986,81181,,"ピンクコンパニオンってめちゃくちゃ高いんでしょ。
4人に1人女性がついて、120分で3万円と高すぎる。
熱海の古いホテルなんか、ピンクコンパニオンの派遣を許さないと経営しんどそう。",approved,2025-09-26 10:22:25+00,2003
10003,83588,,全く好みじゃない洋服。ブランド物で高かったと思うけど、1回も着たことがないまま捨ててしまった。どうせなら一緒に選びたかった。,approved,2025-09-26 12:18:01+00,2007
34696,106393,,地方公務員が良いです。安定感大事。,approved,2025-06-03 19:05:50+00,2010
35168,106488,,高校のクラスメートです。,approved,2025-06-03 23:53:02+00,2010
35203,83588,,下着。私が下着をプレゼントしたばっかりに、、,approved,2025-09-19 01:55:16+00,
59871,110348,,"今まさに、結婚できるか結婚できないかで悩んでいる者です。
彼氏と結婚を考えるようになり、先日カミングアウトされました。
彼氏の父親が入会しており、結婚を期に母親も入会、彼氏は産まれたときに入会させられたそうです。
カミングアウトされる前、神社も普通に一緒に行きました。
私自身が創価学会について、名前は知ってる程度。公明党の署名させられる。くらいのイメージしかなかったので、彼氏にも「よく分からないが今の感想」と伝えました。
彼氏の父親はすでに亡くなっており、母親方の親戚は誰も入会しておらず、近所にも誰も入ってる人はいないし、私にも勧誘する気はないと言われました。
その後、創価学会について自分で調べはじめ
結婚するなら適当には出来ないことなんだと知りました。
今日、はじめて彼の実家にお邪魔しに行きます。そこで改めて判断し、彼とも結婚後の話を具体的に聞いてみようと思います。",approved,2025-08-06 09:32:24+00,
10006,83812,,"２人きりでというのはあまりいい気がしませんね…。
信じてあげるのはもちろん大事ですが、彼氏さんにも、ななさんに信じてもらえるような行動をして欲しいと思います。",approved,2025-09-26 13:36:33+00,2007
10009,83588,,花です！花を選ぶのってきっと恥ずかしかっただろうな…とか花を持ってて恥ずかしかっただろうな…とか思ったので、それでも花屋さんに足を運んでくれたことが最初は嬉しかったのですが、それが何回か続くと『これしかないのか？』と思ってしまいました。そして、仕事が忙しいから枯らさないようにするのが大変でした…,approved,2025-09-26 14:32:50+00,2006
10026,83588,,フットマッサージの機械。あまり使わないし、場所をとるし困りました。,approved,2025-09-26 15:18:06+00,2007
10080,83560,,普通ではない。私の周りは男は体の浮気までいって、女は心の浮気で止まる人の方が多い。女で体の浮気までいってる人って、旦那が先に不倫して腹いせで不倫やり返してる人かな。,approved,2025-09-26 15:58:00+00,964
10086,83588,,冬生まれなので、どの彼氏からも毎年ストールをもらいがちです,approved,2025-09-26 16:01:30+00,2005
10089,83812,,確かに勘違いする女友達がいないか不安ですね。彼氏さんにはそんな悪気はなさそうですが,approved,2025-09-26 16:02:46+00,2004
10104,83203,,おかしくはないと思う。感謝するべきというのは同意。,approved,2025-09-26 16:10:05+00,2003
10107,83812,,"仕事がらみの用事で二人きり・・などは仕方ないですが、プライベートで女性と二人きりであったりするのは、嫌ならやめてもらった方が良いと思います。
素直に自分の気持ちを話してみては？
信じることが一番だとは思いますが、自分の思いを伝えることも必要だと思いますよ。",approved,2025-09-26 16:13:57+00,2009
10216,83737,,"疎遠にした方が良いです。
良くない事をしている人の為にうみさんが我慢して話聞く必要ありますか？？？
めちゃくちゃ失礼で身勝手な友人ですね。
自分が満足したいが為の話、うみさんの貴重な時間を割いて聞かなくていいとおもいます！",approved,2025-09-26 18:17:33+00,2001
10252,83588,,お花ですね。部屋に飾るにも日持ちしないし、プレゼントなのに結局捨ててしまうことになるのは困りました。,approved,2025-09-26 18:53:07+00,2005
10254,83812,,2人でだと容認はしないですね。もし用事があるとのことでも食事でなくても、2人きりでなくてもいいはずなので。,approved,2025-09-26 18:55:19+00,
