id;post_id;random;closedate;closetime;open;rand;multi;disable_comments;vote_sum;last_updated
7329;222333;"0";"0000-00-00";"00:00:00";"0";wmNqBb4TRCG1PV3s;"0";"0";"0";2025-11-20 13:29:01
7330;222352;"0";"0000-00-00";"00:00:00";"0";ieqEH2j4w0rmXQg5;"0";"0";"0";2025-11-20 13:29:01
7331;222362;"0";"0000-00-00";"00:00:00";"0";EPreWc7R231Ab8Xt;"0";"0";"0";2025-11-20 13:29:01
7332;222681;"0";"0000-00-00";"00:00:00";"0";qsTirYky19VzRFXQ;"0";"0";"0";2025-11-20 13:29:01
7333;223369;"0";"0000-00-00";"00:00:00";"0";vDqcM4uABEgmw2dj;"0";"0";"0";2025-11-20 13:29:01
7334;223372;"0";"0000-00-00";"00:00:00";"0";vYVDw0Sqduzge2nH;"0";"0";"0";2025-11-20 13:29:01
7335;223383;"0";"0000-00-00";"00:00:00";"0";gNF4LDSkYyHRiKXu;"0";"0";"0";2025-11-20 13:29:01
7336;223388;"0";"0000-00-00";"00:00:00";"0";ginxMr6j8yfL1GS2;"0";"0";"0";2025-11-20 13:29:01
7337;223391;"0";"0000-00-00";"00:00:00";"0";6xT8VURnhzK1SPZA;"0";"0";"0";2025-11-20 13:29:01
7338;223394;"0";"0000-00-00";"00:00:00";"0";wX1BMWpvDxuVQAny;"0";"0";"0";2025-11-20 13:29:01
7339;223398;"0";"0000-00-00";"00:00:00";"0";Pgxz2HYdGNwDtFaf;"0";"0";"0";2025-11-20 13:29:01
7340;223478;"0";"0000-00-00";"00:00:00";"0";DXtzkLsa47vMQrxG;"0";"0";"0";2025-11-20 13:29:01
7341;223483;"0";"0000-00-00";"00:00:00";"0";hpDVWC2uzBynTmki;"0";"0";"0";2025-11-20 13:29:01
7342;223488;"0";"0000-00-00";"00:00:00";"0";dJjb6xC5UtZzai03;"0";"0";"0";2025-11-20 13:29:01
7343;223504;"0";"0000-00-00";"00:00:00";"0";p9BKMGxrwEUiP2mg;"0";"0";"0";2025-11-20 13:29:01
7344;223537;"0";"0000-00-00";"00:00:00";"0";ainKz0D3ZcY7B9TQ;"0";"0";"0";2025-11-20 13:29:01
7345;223541;"0";"0000-00-00";"00:00:00";"0";3kf40DvP8itMBWSY;"0";"0";"0";2025-11-20 13:29:01
7346;223560;"0";"0000-00-00";"00:00:00";"0";GZxmepaj3q6JU9DK;"0";"0";"0";2025-11-20 13:29:01
7347;223565;"0";"0000-00-00";"00:00:00";"0";b1jqB6y9Mur0LNUh;"0";"0";"0";2025-11-20 13:29:01
7348;223570;"0";"0000-00-00";"00:00:00";"0";unKEPQTb6Jh8f49k;"0";"0";"0";2025-11-20 13:29:01
7349;223577;"0";"0000-00-00";"00:00:00";"0";zpry834nF9WVZPqH;"0";"0";"0";2025-11-20 13:29:01
7350;223580;"0";"0000-00-00";"00:00:00";"0";4S0nUpKaVYBgdGf2;1;"0";"0";2025-11-20 13:29:01
7351;223595;"0";"0000-00-00";"00:00:00";"0";jKJGc9ubUw0x6zZe;"0";"0";"0";2025-11-20 13:29:01
7352;223598;"0";"0000-00-00";"00:00:00";"0";zkQKYDLaVUtv1ESW;"0";"0";"0";2025-11-20 13:29:01
7353;223601;"0";"0000-00-00";"00:00:00";"0";fc1HjxLqg52Y7E6Z;"0";"0";"0";2025-11-20 13:29:01
7354;223613;"0";"0000-00-00";"00:00:00";"0";ahLuFKtEQ5WvVDpy;"0";"0";"0";2025-11-20 13:29:01
7355;223653;"0";"0000-00-00";"00:00:00";"0";c9Zz4Xfmd15hv7NG;"0";"0";"0";2025-11-20 13:29:01
7356;223673;"0";"0000-00-00";"00:00:00";"0";2rF7zSRN43nEpjJP;"0";"0";"0";2025-11-20 13:29:01
7357;223679;"0";"0000-00-00";"00:00:00";"0";aN8CeMmBRTz5ckun;"0";"0";"0";2025-11-20 13:29:01
7358;223734;"0";"0000-00-00";"00:00:00";"0";Lecz7DtYHJAMBsjP;"0";"0";"0";2025-11-20 13:29:01
7359;223750;"0";"0000-00-00";"00:00:00";"0";MhEbWXL3f2gUx9P4;"0";"0";"0";2025-11-20 13:29:01
7360;223753;"0";"0000-00-00";"00:00:00";"0";fyZBmG56Eka9qKJ4;"0";"0";"0";2025-11-20 13:29:01
7361;223757;"0";"0000-00-00";"00:00:00";"0";Aaj8hTPS1Fe0wvH7;"0";"0";"0";2025-11-20 13:29:01
7362;223763;1;"0000-00-00";"00:00:00";"0";DE7BgtPwhxWyiqaf;"0";"0";"0";2025-11-20 13:29:01
7363;223819;"0";"0000-00-00";"00:00:00";"0";rWy4wxAcgmZ1uk3J;"0";"0";"0";2025-11-20 13:29:01
7364;223824;"0";"0000-00-00";"00:00:00";"0";vpYSPGb2W9K3qZQ8;"0";"0";"0";2025-11-20 13:29:01
7365;223827;"0";"0000-00-00";"00:00:00";"0";v3dzE0ZQhfYG56u2;"0";"0";"0";2025-11-20 13:29:01
7367;223835;"0";"0000-00-00";"00:00:00";"0";uc549mGCZ3Ty0rvU;"0";"0";"0";2025-11-20 13:29:01
7368;223841;"0";"0000-00-00";"00:00:00";"0";XdfAHY69KJE0gz34;"0";"0";"0";2025-11-20 13:29:01
7369;224321;"0";"0000-00-00";"00:00:00";"0";7aKc8Gtmuy2Adksp;"0";"0";"0";2025-11-20 13:29:01
7370;224664;1;"0000-00-00";"00:00:00";"0";NH4AiqZhQpFYgy3W;"0";"0";"0";2025-11-20 13:29:01
7371;224676;"0";"0000-00-00";"00:00:00";"0";"0jmtGBdgaV2ZQ8W4";"0";"0";"0";2025-11-20 13:29:01
7373;224699;"0";"0000-00-00";"00:00:00";"0";u7Sp5Qt9sAUHEmxB;"0";"0";"0";2025-11-20 13:29:01
7374;224723;"0";"0000-00-00";"00:00:00";"0";XPzkp2taGHJ61M8C;"0";"0";"0";2025-11-20 13:29:01
7375;224738;"0";2023-11-29;21:08:00;"0";Vhw7JzdGN5QXAKaU;"0";"0";"0";2025-11-20 13:29:01
7376;224762;"0";"0000-00-00";"00:00:00";"0";3VrZLYCPGxj0dKz5;"0";"0";"0";2025-11-20 13:29:01
7377;224766;"0";"0000-00-00";"00:00:00";"0";1QXBK78w2Yx4qVGL;"0";"0";"0";2025-11-20 13:29:01
7380;224804;"0";2023-11-30;22:00:00;"0";eX7tpdsDxPnVMa26;"0";"0";"0";2025-11-20 13:29:01
7381;224819;"0";2023-11-30;"00:00:00";"0";E1bANawuQf8JXVBz;"0";"0";"0";2025-11-20 13:29:01
7382;224825;"0";"0000-00-00";"00:00:00";"0";g8yiQkGtbD70j359;"0";"0";"0";2025-11-20 13:29:01
7383;224833;"0";"0000-00-00";"00:00:00";"0";Piqpnxv6M02HGefK;"0";"0";"0";2025-11-20 13:29:01
7385;224846;"0";"0000-00-00";"00:00:00";"0";j2PV6sRmh5uZbNr9;"0";"0";"0";2025-11-20 13:29:01
7386;224898;"0";"0000-00-00";"00:00:00";"0";1vjqaFsxdf4w2Ec7;"0";"0";"0";2025-11-20 13:29:01
7387;224916;"0";"0000-00-00";"00:00:00";"0";JM6myudBFn2Np9K3;"0";"0";"0";2025-11-20 13:29:01
7388;224928;"0";"0000-00-00";"00:00:00";"0";Mnt0VkUXyP2uS57A;"0";"0";"0";2025-11-20 13:29:01
7389;224930;"0";"0000-00-00";"00:00:00";"0";sJWiP2T5vCFMfVbR;"0";"0";"0";2025-11-20 13:29:01
7390;224965;"0";2023-11-30;21:19:00;"0";dXVmMnkUhrc9aiwe;1;"0";"0";2025-11-20 13:29:01
7391;224974;"0";"0000-00-00";"00:00:00";"0";NyZ27HhnXv1EQuja;"0";"0";"0";2025-11-20 13:29:01
7392;224986;"0";"0000-00-00";"00:00:00";"0";xM3SUJBP6WVts7XD;"0";"0";"0";2025-11-20 13:29:01
7393;224996;"0";"0000-00-00";"00:00:00";"0";s1LEfj2ruH0eKAtB;"0";"0";"0";2025-11-20 13:29:01
7394;225020;"0";"0000-00-00";"00:00:00";"0";ycZMUbsK27r6Fn08;"0";"0";"0";2025-11-20 13:29:01
7395;225028;"0";2023-11-30;23:59:00;"0";"04QvuL7jAiZqJbdz";"0";"0";"0";2025-11-20 13:29:01
7396;225048;"0";"0000-00-00";"00:00:00";"0";xSwVJqPZs6F2ndbt;"0";"0";"0";2025-11-20 13:29:01
7397;225057;"0";2023-11-30;23:59:00;"0";Ya8C01UX3JckAPhs;"0";"0";"0";2025-11-20 13:29:01
7398;225064;1;2023-11-29;"00:00:00";"0";1GbESCgqji7dcte2;1;"0";"0";2025-11-20 13:29:01
7399;225113;"0";"0000-00-00";"00:00:00";"0";sD4Kt3xghJp01YCn;"0";"0";"0";2025-11-20 13:29:01
7400;225128;"0";"0000-00-00";"00:00:00";"0";inXJqU7NEfsL29HR;"0";"0";"0";2025-11-20 13:29:01
7401;225221;"0";"0000-00-00";"00:00:00";"0";PRiD34zQXZkgSsWn;"0";"0";"0";2025-11-20 13:29:01
7402;225226;"0";"0000-00-00";"00:00:00";"0";W2E8QqD9k4T51g7H;"0";"0";"0";2025-11-20 13:29:01
7403;225234;"0";"0000-00-00";"00:00:00";"0";PZBtbm5Ws9q6RTFX;"0";"0";"0";2025-11-20 13:29:01
7404;225250;"0";"0000-00-00";"00:00:00";"0";hdp5PUnHgkDmR0TW;"0";"0";"0";2025-11-20 13:29:01
7406;225258;"0";"0000-00-00";"00:00:00";"0";XpxDLPKj41FQdVTW;"0";"0";"0";2025-11-20 13:29:01
7407;225278;"0";"0000-00-00";"00:00:00";"0";2mD3LwRAQVpuNzTc;"0";"0";"0";2025-11-20 13:29:01
7408;225304;"0";"0000-00-00";"00:00:00";"0";9GupAgP2S87h4aCt;"0";"0";"0";2025-11-20 13:29:01
7409;225342;"0";2023-11-29;23:59:00;"0";U3VdgqRWaNkZSJzQ;"0";"0";"0";2025-11-20 13:29:01
7411;225432;"0";"0000-00-00";"00:00:00";"0";CkKBcdVehQWs39Ai;"0";"0";"0";2025-11-20 13:29:01
7414;225522;"0";2023-11-30;21:53:00;"0";Yy6Tvi89pV4keb7t;"0";"0";1;2025-11-25 15:49:05
7415;225532;"0";"0000-00-00";"00:00:00";"0";8ZS9WnYK7xpqbcFk;"0";"0";"0";2025-11-20 13:29:01
7416;225541;"0";"0000-00-00";"00:00:00";"0";K4CxTBuEn9gwiaGS;"0";"0";"0";2025-11-20 13:29:01
7417;225565;"0";"0000-00-00";"00:00:00";"0";pkDN4uVAFQP3Jrcb;"0";"0";"0";2025-11-20 13:29:01
7418;225571;"0";2023-11-29;23:59:00;"0";5tTN42ruFc38yEMZ;"0";"0";"0";2025-11-20 13:29:01
7419;225575;"0";"0000-00-00";"00:00:00";"0";saq0K6nfju1Wx975;"0";"0";"0";2025-11-20 13:29:01
7420;225588;"0";2023-12-06;"00:00:00";"0";HJ254TxZDECkfzeq;"0";"0";"0";2025-11-20 13:29:01
7421;225593;"0";2023-11-30;"00:00:00";"0";kb97EBLADWJyupfs;1;"0";"0";2025-11-20 13:29:01
7422;225611;"0";"0000-00-00";"00:00:00";"0";AdPRWvUzyi6KV9w1;"0";"0";"0";2025-11-20 13:29:01
7423;225626;"0";2023-11-30;"09:00:00";"0";tzs4SjwuyYxF8vV9;"0";"0";"0";2025-11-20 13:29:01
7424;225643;"0";2023-12-28;21:56:00;"0";4U6FzDhdxQrMJXvb;"0";"0";"0";2025-11-20 13:29:01
7425;225669;"0";"0000-00-00";"00:00:00";"0";p7QY2FqnCPU1hjAa;"0";"0";"0";2025-11-20 13:29:01
7427;225687;"0";"0000-00-00";"00:00:00";"0";xswym4jzSRFrdXM3;"0";"0";"0";2025-11-20 13:29:01
7430;225724;"0";"0000-00-00";"00:00:00";"0";VW0hRbNnFv9wUktu;"0";"0";"0";2025-11-20 13:29:01
7431;225748;"0";2023-11-30;12:00:00;"0";EF7UMHPqyh5CDYbJ;1;"0";"0";2025-11-20 13:29:01
7432;225753;"0";2023-11-29;23:59:00;"0";JUWXMsmk8bTLthVx;"0";"0";"0";2025-11-20 13:29:01
7433;225765;"0";"0000-00-00";"00:00:00";"0";vMJdLmjn4kKrVBsG;"0";"0";"0";2025-11-20 13:29:01
7435;225816;"0";"0000-00-00";"00:00:00";"0";"0t63Mnjg2TXGyYdu";"0";"0";"0";2025-11-20 13:29:01
7437;225825;"0";"0000-00-00";"00:00:00";"0";KbwF3WGBnLd5eagR;"0";"0";"0";2025-11-20 13:29:01
7438;225864;1;2023-12-10;23:59:00;"0";unhbeTv4PU8Rq30A;"0";"0";"0";2025-11-20 13:29:01
7439;225874;"0";2023-11-29;23:59:00;"0";jFYR8PHV46tDGE1N;"0";"0";2;2025-11-30 08:18:14
7440;225893;"0";"0000-00-00";"00:00:00";"0";wBDYdAqpxbaGSTrn;"0";"0";"0";2025-11-20 13:29:01
7441;225897;"0";2023-11-30;"00:00:00";"0";bCqY03hK9J41gx7z;"0";"0";"0";2025-11-20 13:29:01
7443;225927;"0";2023-11-30;21:00:00;"0";HLYKgcu3va5rpbTU;"0";"0";"0";2025-11-20 13:29:01
7444;225940;"0";"0000-00-00";"00:00:00";"0";PKR4fmDEpzxAsWht;"0";"0";"0";2025-11-20 13:29:01
7445;225945;"0";"0000-00-00";"00:00:00";"0";ERsmg4bQt7XpkjKW;"0";"0";"0";2025-11-20 13:29:01
7446;225955;"0";"0000-00-00";"00:00:00";"0";dSj4ZRkeysDYUb01;"0";"0";"0";2025-11-20 13:29:01
7447;225972;"0";2023-11-30;23:59:00;"0";8fTeZq7PyRAW65Uz;"0";"0";7;2025-11-29 23:32:44
7448;225982;"0";"0000-00-00";"00:00:00";"0";p8DCR1s2TWuqaYGi;"0";"0";"0";2025-11-20 13:29:01
7449;225992;"0";2023-11-30;22:00:00;"0";370eGXEWgFHSnPMB;"0";"0";"0";2025-11-20 13:29:01
7450;226043;"0";"0000-00-00";"00:00:00";"0";nyuBQ9e5tLbEGmzH;"0";"0";"0";2025-11-20 13:29:01
7451;226054;"0";2023-11-30;22:07:00;"0";8purmZDqbFxnCzid;"0";"0";"0";2025-11-20 13:29:01
7452;226084;"0";2023-12-06;22:00:00;"0";tpmC7Z6GvLVWARhc;"0";"0";"0";2025-11-20 13:29:01
7457;226151;"0";2023-12-02;22:11:00;"0";xK4HJyMqh3E6jn7k;"0";"0";"0";2025-11-20 13:29:01
7458;226184;"0";"0000-00-00";"00:00:00";"0";vkeCEhMzxPpBiRVF;"0";"0";"0";2025-11-20 13:29:01
7460;226217;1;2023-11-30;22:14:00;"0";vbUJgPaS2Qwhdu51;"0";"0";"0";2025-11-20 13:29:01
7461;226263;"0";2023-11-30;23:20:00;"0";"06AtE3vTKPwSd8Qm";"0";"0";"0";2025-11-20 13:29:01
7463;226281;"0";2023-11-30;22:00:00;"0";itJc1PwHZ38WnysB;"0";"0";"0";2025-11-20 13:29:01
7465;226305;"0";"0000-00-00";"00:00:00";"0";KEhGwMCVJnmpFe3r;"0";"0";"0";2025-11-20 13:29:01
7466;226317;"0";"0000-00-00";"00:00:00";"0";y6sUXdxwDE8FM1Yk;"0";"0";"0";2025-11-20 13:29:01
7467;226357;"0";"0000-00-00";"00:00:00";"0";eTKs96WHNiJYzdSr;"0";"0";"0";2025-11-20 13:29:01
7468;226377;"0";"0000-00-00";"00:00:00";"0";2C6anEVdwZYHmsKL;"0";"0";"0";2025-11-20 13:29:01
7469;226389;"0";"0000-00-00";"00:00:00";"0";pk5LUtWifrM3aneX;"0";"0";"0";2025-11-20 13:29:01
7470;226416;"0";"0000-00-00";"00:00:00";"0";cirT94eRDPhbdpG6;"0";"0";"0";2025-11-20 13:29:01
7471;226451;"0";2023-11-30;23:38:00;"0";eA4YPbUNsj1vRkGZ;"0";"0";"0";2025-11-20 13:29:01
7472;226466;"0";"0000-00-00";"00:00:00";"0";rnkyJUX4VHh7Qa9e;"0";"0";"0";2025-11-20 13:29:01
7473;226494;"0";"0000-00-00";"00:00:00";"0";zQ8eifjXcFw4AV6C;"0";"0";"0";2025-11-20 13:29:01
7474;226547;"0";2023-11-30;12:30:00;"0";jc1dwiY4qvWLxbuF;"0";"0";"0";2025-11-20 13:29:01
7475;226570;"0";"0000-00-00";"00:00:00";"0";Aj1fk8cpTu2LCt9z;"0";"0";"0";2025-11-20 13:29:01
7476;226590;"0";2023-12-02;"00:00:00";"0";SfNnDx0mX8wuajQA;"0";"0";2;2025-11-21 12:50:21
7477;226625;"0";"0000-00-00";"00:00:00";"0";nkK8fvXtA2HSEh0R;"0";"0";"0";2025-11-20 13:29:01
7478;226633;"0";"0000-00-00";"00:00:00";"0";qLDih4K1VUreRPyT;"0";"0";"0";2025-11-20 13:29:01
7480;226692;"0";"0000-00-00";"00:00:00";"0";DucCXHxQAe0pY6fS;"0";"0";"0";2025-11-20 13:29:01
7481;226709;"0";"0000-00-00";"00:00:00";"0";SR6HTpwGNb4Fg1Mq;"0";"0";"0";2025-11-20 13:29:01
7482;226719;"0";2023-11-30;23:59:00;"0";ch0WGJZ6R5df2CrF;"0";"0";4;2025-11-30 04:28:45
7484;226728;"0";"0000-00-00";"00:00:00";"0";67Pf5zyKXtsbhjxC;"0";"0";"0";2025-11-20 13:29:01
7485;226739;"0";"0000-00-00";"00:00:00";"0";nivHAkDQ8Px1LV0r;"0";"0";"0";2025-11-20 13:29:01
7486;226771;1;2023-11-30;"00:00:00";"0";DvdRWcwyMHuKg5Zk;"0";"0";"0";2025-11-20 13:29:01
7487;226776;"0";"0000-00-00";"00:00:00";"0";JAETLXv8ras9Sjfw;"0";"0";"0";2025-11-20 13:29:01
7488;226799;"0";"0000-00-00";"00:00:00";"0";LJ8PZMeBzAiym4TU;"0";"0";"0";2025-11-20 13:29:01
7489;226822;"0";"0000-00-00";"00:00:00";"0";nv7tdpmETrbDAu15;"0";"0";"0";2025-11-20 13:29:01
7490;226824;"0";"0000-00-00";"00:00:00";"0";FNEpaZmbTKMgHftP;1;"0";"0";2025-11-20 13:29:01
7492;226924;"0";"0000-00-00";"00:00:00";"0";7NHL1Qvt5gyZ2jDC;"0";"0";"0";2025-11-20 13:29:01
7493;226947;"0";2023-12-02;"00:00:00";"0";wx7TZN5X1j8HfiPv;"0";"0";"0";2025-11-20 13:29:01
7494;226974;"0";"0000-00-00";"00:00:00";"0";kS1q7cHahPxMu0Xv;"0";"0";"0";2025-11-20 13:29:01
7496;226999;"0";"0000-00-00";"00:00:00";"0";UJdjc3nyueDkvGAQ;"0";"0";"0";2025-11-20 13:29:01
7498;227029;"0";2023-12-02;23:59:00;"0";YtTyWk81Kr6DucXG;"0";"0";"0";2025-11-20 13:29:01
7499;227078;"0";"0000-00-00";"00:00:00";"0";XwRuSj6ntA9DVYqe;"0";"0";"0";2025-11-20 13:29:01
7500;227092;"0";"0000-00-00";"00:00:00";"0";ZzjFbr6LmaPYKN7X;"0";"0";"0";2025-11-20 13:29:01
7501;227098;"0";2023-12-03;23:56:00;"0";bCqNSFxtnwV4yv1m;"0";"0";6;2025-11-21 08:14:10
7502;227122;"0";"0000-00-00";"00:00:00";"0";TaWpQ4MCi3eA2UJq;"0";"0";"0";2025-11-20 13:29:01
7503;227157;"0";"0000-00-00";"00:00:00";"0";muvfx5NRKEVC2ywD;"0";"0";"0";2025-11-20 13:29:01
7505;227188;"0";2023-11-30;23:04:00;"0";wynLbRPVQNWa65X2;"0";"0";"0";2025-11-20 13:29:01
7507;227217;"0";"0000-00-00";"00:00:00";"0";24LWCAvmVtRFw7z0;"0";"0";"0";2025-11-20 13:29:01
7512;227326;"0";"0000-00-00";"00:00:00";"0";Fi3w7CP6H9puKqgW;"0";"0";"0";2025-11-20 13:29:01
7513;227342;"0";2023-11-30;23:59:00;"0";wUiCFJg0b2ucj9yx;"0";"0";"0";2025-11-20 13:29:01
7514;227360;"0";"0000-00-00";"00:00:00";"0";iG1XzdHSy0m9wARr;"0";"0";"0";2025-11-20 13:29:01
7515;227414;"0";"0000-00-00";"00:00:00";"0";cZqQMtJdRpfwxBuX;"0";"0";"0";2025-11-20 13:29:01
7516;227435;"0";2023-12-06;23:59:00;"0";Ri8VapUmvZDwtSQA;"0";"0";6;2025-11-29 13:20:45
7517;227453;"0";"0000-00-00";"00:00:00";"0";5UaiMKWHxdvSJNb2;1;"0";"0";2025-11-20 13:29:01
7518;227462;"0";2023-11-30;"02:03:00";"0";xSkL354u2tTMrqdG;"0";"0";"0";2025-11-20 13:29:01
7519;227583;"0";"0000-00-00";"00:00:00";"0";GutPHpiVEScnNAvJ;"0";"0";"0";2025-11-20 13:29:01
7520;227599;"0";"0000-00-00";"00:00:00";"0";XV2ByiU0NRQTJkpg;"0";"0";"0";2025-11-20 13:29:01
7521;227608;"0";"0000-00-00";"00:00:00";"0";sR8PVLk5W63ynuaY;"0";"0";"0";2025-11-20 13:29:01
7522;227704;"0";"0000-00-00";"00:00:00";"0";rSiU0VqAnjLTvbuz;"0";"0";"0";2025-11-20 13:29:01
7523;227711;"0";"0000-00-00";"00:00:00";"0";4LJB0Q6XK7erA1kn;"0";"0";"0";2025-11-20 13:29:01
7524;227718;"0";"0000-00-00";"00:00:00";"0";EaNKtDQSgmyzv8JF;"0";"0";"0";2025-11-20 13:29:01
7525;227750;"0";"0000-00-00";"00:00:00";"0";y8RHzWfQhkFuVetb;"0";"0";"0";2025-11-20 13:29:01
7526;227800;1;2023-11-30;10:00:00;"0";JYh5gG6PvrtnFTW9;"0";"0";"0";2025-11-20 13:29:01
7527;227872;"0";"0000-00-00";"00:00:00";"0";ubTy5vfWJjGQMsh3;"0";"0";"0";2025-11-20 13:29:01
7528;227875;"0";"0000-00-00";"00:00:00";"0";8DXNiPC7npvW4M2s;"0";"0";"0";2025-11-20 13:29:01
7529;227879;"0";"0000-00-00";"00:00:00";"0";jwxLf8Y0AcutFEky;"0";"0";"0";2025-11-20 13:29:01
7530;227894;"0";"0000-00-00";"00:00:00";"0";2MLGhDu6k1U83zsZ;"0";"0";"0";2025-11-20 13:29:01
7531;227898;"0";"0000-00-00";"00:00:00";"0";DnEuUXty6bpYGRQZ;"0";"0";"0";2025-11-20 13:29:01
7532;227907;"0";"0000-00-00";"00:00:00";"0";20vu1z9PwEqHigpZ;"0";"0";"0";2025-11-20 13:29:01
7533;227910;"0";"0000-00-00";"00:00:00";"0";NJrsA4akLjW9RSwP;"0";"0";"0";2025-11-20 13:29:01
7534;227913;"0";"0000-00-00";"00:00:00";"0";dua71rHC8Zn3fpJX;"0";"0";"0";2025-11-20 13:29:01
7535;227956;"0";2024-05-01;"00:00:00";"0";J8TvbdePZHuKchR5;"0";"0";"0";2025-11-20 13:29:01
7536;228033;"0";"0000-00-00";"00:00:00";"0";QH9KgR8BdNSseM1T;"0";"0";"0";2025-11-20 13:29:01
7537;228041;"0";"0000-00-00";"00:00:00";"0";WmwfH38jdE7R4zx1;"0";"0";"0";2025-11-20 13:29:01
7538;228044;"0";"0000-00-00";"00:00:00";"0";Yx4k593DTsW7B6Jn;"0";"0";"0";2025-11-20 13:29:01
7540;228277;"0";"0000-00-00";"00:00:00";"0";rMHEFfthy5TWg1NY;"0";"0";"0";2025-11-20 13:29:01
7571;228940;"0";"0000-00-00";"00:00:00";"0";sPV09ZqTfnD6FjLz;"0";"0";"0";2025-11-20 13:29:01
7572;229298;"0";"0000-00-00";"00:00:00";"0";Ct6xL5GfdX8s9bwy;"0";"0";"0";2025-11-20 13:29:01
7573;229323;"0";"0000-00-00";"00:00:00";"0";gA9wPR0zj5JxUhne;"0";"0";"0";2025-11-20 13:29:01
7574;229601;"0";"0000-00-00";"00:00:00";"0";RG5EpbjZ4rixy9FT;"0";"0";"0";2025-11-20 13:29:01
7575;229765;"0";"0000-00-00";"00:00:00";"0";Cer3TRwpVijUcFkD;"0";"0";"0";2025-11-20 13:29:01
7576;229917;"0";"0000-00-00";"00:00:00";"0";qv9C48kZhKNPwVem;"0";"0";"0";2025-11-20 13:29:01
7577;229921;"0";"0000-00-00";"00:00:00";"0";KMh74NriAv3CtDpJ;"0";"0";"0";2025-11-20 13:29:01
7578;229947;"0";"0000-00-00";"00:00:00";"0";S3kQNsZuiEjzXwB2;"0";"0";"0";2025-11-20 13:29:01
7579;229977;"0";"0000-00-00";"00:00:00";"0";A1vpwc5tqdDyhJaP;"0";"0";"0";2025-11-20 13:29:01
7580;229981;"0";"0000-00-00";"00:00:00";"0";v4WjEYGcd0TenVZf;"0";"0";"0";2025-11-20 13:29:01
7581;229991;"0";"0000-00-00";"00:00:00";"0";5uPQYge2wkdALmNx;"0";"0";"0";2025-11-20 13:29:01
7582;230007;"0";"0000-00-00";"00:00:00";"0";KhiYmEejky5sbV8G;"0";"0";"0";2025-11-20 13:29:01
7583;230028;"0";"0000-00-00";"00:00:00";"0";9zc4ZBNYG6t5pqQC;"0";"0";"0";2025-11-20 13:29:01
7584;230070;"0";"0000-00-00";"00:00:00";"0";tSHM8gT2wfK409Us;"0";"0";"0";2025-11-20 13:29:01
7585;230081;"0";"0000-00-00";"00:00:00";"0";TJ6VXzygi2c1eQfA;"0";"0";"0";2025-11-20 13:29:01
7586;230100;"0";"0000-00-00";"00:00:00";"0";82Wqi3cp7ArDxLfy;"0";"0";"0";2025-11-20 13:29:01
7587;230133;"0";"0000-00-00";"00:00:00";"0";JZrcaE8Vt056GSQT;"0";"0";"0";2025-11-20 13:29:01
7588;230137;"0";"0000-00-00";"00:00:00";"0";NvXk2jhTaxCmycVL;"0";"0";"0";2025-11-20 13:29:01
7589;230143;"0";"0000-00-00";"00:00:00";"0";jUTRr3NfshmGndAg;"0";"0";"0";2025-11-20 13:29:01
7590;230149;"0";"0000-00-00";"00:00:00";"0";72Z9BksUcNLiT04d;"0";"0";"0";2025-11-20 13:29:01
7591;230152;"0";"0000-00-00";"00:00:00";"0";ZD9tREBfJYdN5c6r;"0";"0";"0";2025-11-20 13:29:01
7592;230162;"0";"0000-00-00";"00:00:00";"0";xbYAeLTdScVrpGRu;"0";"0";"0";2025-11-20 13:29:01
7593;230170;"0";"0000-00-00";"00:00:00";"0";Y80pmRdXBAPHfM1J;"0";"0";"0";2025-11-20 13:29:01
7594;230191;"0";"0000-00-00";"00:00:00";"0";szBLmRG9cArfWih5;"0";"0";"0";2025-11-20 13:29:01
7595;230197;"0";"0000-00-00";"00:00:00";"0";WSUuTxeFBv0w3zJ6;"0";"0";"0";2025-11-20 13:29:01
7596;230202;"0";"0000-00-00";"00:00:00";"0";wZ0bHFTxLJVfENhg;"0";"0";"0";2025-11-20 13:29:01
7597;230206;"0";"0000-00-00";"00:00:00";"0";2gY93cakXGj7p64e;"0";"0";"0";2025-11-20 13:29:01
7598;230210;"0";"0000-00-00";"00:00:00";"0";YeAJHwKEf0RPaktd;"0";"0";"0";2025-11-20 13:29:01
7599;230218;"0";"0000-00-00";"00:00:00";"0";cvDwyzeLQhbj3x0A;"0";"0";"0";2025-11-20 13:29:01
7600;230224;"0";"0000-00-00";"00:00:00";"0";GX509PbUgsaWKQF2;"0";"0";"0";2025-11-20 13:29:01
7601;230255;"0";"0000-00-00";"00:00:00";"0";BdiMfkx4LbCgrRtu;"0";"0";"0";2025-11-20 13:29:01
7602;230261;"0";"0000-00-00";"00:00:00";"0";GhqNH9wYX56C0gDQ;"0";"0";"0";2025-11-20 13:29:01
7603;230265;"0";"0000-00-00";"00:00:00";"0";n3hrNekfJBDTxaAC;"0";"0";"0";2025-11-20 13:29:01
7605;230312;"0";"0000-00-00";"00:00:00";"0";8QAStwqJPy4NsjgZ;"0";"0";"0";2025-11-20 13:29:01
7606;230344;"0";2023-12-02;"00:00:00";"0";Ecgqh2SYpPGKHBWz;"0";"0";"0";2025-11-20 13:29:01
7607;230355;"0";"0000-00-00";"00:00:00";"0";gwd8WhL637FUDRMB;"0";"0";"0";2025-11-20 13:29:01
