id;post_id;user_id;like_type;target_id;created_at
2412;161359;"0";comment;161359;2024-07-30 18:38:06
2413;161328;39;comment;161328;2024-07-30 19:57:08
2414;161334;39;comment;161334;2024-07-30 19:57:10
2415;161347;39;comment;161347;2024-07-30 19:57:11
2416;161346;39;comment;161346;2024-07-30 20:06:15
2417;161333;39;comment;161333;2024-07-30 20:06:16
2418;161329;39;comment;161329;2024-07-30 20:06:17
2419;161339;39;comment;161339;2024-07-30 20:06:55
2420;161325;39;comment;161325;2024-07-30 20:06:56
2421;161348;39;comment;161348;2024-07-30 20:18:27
2422;161309;39;comment;161309;2024-07-30 20:18:28
2423;161373;39;comment;161373;2024-07-30 21:15:38
2424;161372;39;comment;161372;2024-07-30 21:15:39
2425;161370;39;comment;161370;2024-07-30 21:15:40
2426;161371;39;comment;161371;2024-07-30 21:26:22
2427;161374;39;comment;161374;2024-07-30 21:26:48
2428;161373;"0";comment;161373;2024-07-31 00:05:43
2429;161372;"0";comment;161372;2024-07-31 00:05:44
2430;161378;39;comment;161378;2024-07-31 09:56:41
2431;161322;23;comment;161322;2024-07-31 10:32:35
2432;161301;23;comment;161301;2024-07-31 10:32:37
2433;161283;23;comment;161283;2024-07-31 10:32:40
2434;161388;33;comment;161388;2024-07-31 10:56:46
2435;161406;"0";comment;161406;2024-07-31 13:08:31
2436;161304;"0";comment;161304;2024-07-31 14:22:00
2437;161293;23;comment;161293;2024-07-31 16:46:14
2438;159936;33;comment;159936;2024-07-31 19:05:52
2439;161430;33;comment;161430;2024-07-31 19:14:30
2440;161420;33;comment;161420;2024-07-31 19:14:32
2441;161422;33;comment;161422;2024-07-31 19:14:32
2442;161412;33;comment;161412;2024-07-31 19:22:14
2443;161362;33;comment;161362;2024-07-31 19:22:16
2444;160853;33;comment;160853;2024-07-31 19:22:18
2445;161438;39;comment;161438;2024-07-31 20:14:32
2446;161443;39;comment;161443;2024-07-31 20:14:33
2447;161411;39;comment;161411;2024-07-31 20:14:33
2448;161441;39;comment;161441;2024-07-31 20:14:34
2449;161404;39;comment;161404;2024-07-31 20:14:35
2450;161440;39;comment;161440;2024-07-31 20:14:36
2451;161444;39;comment;161444;2024-07-31 20:27:32
2452;161408;39;comment;161408;2024-07-31 20:27:33
2453;161386;39;comment;161386;2024-07-31 20:27:34
2454;161407;39;comment;161407;2024-07-31 20:27:35
2455;161380;39;comment;161380;2024-07-31 20:27:36
2456;161406;39;comment;161406;2024-07-31 20:27:37
2457;161450;39;comment;161450;2024-07-31 20:28:53
2458;161431;39;comment;161431;2024-07-31 20:28:54
2459;161423;39;comment;161423;2024-07-31 20:28:55
2460;161421;39;comment;161421;2024-07-31 20:28:56
2461;161430;39;comment;161430;2024-07-31 20:29:13
2462;161422;39;comment;161422;2024-07-31 20:29:14
2463;161420;39;comment;161420;2024-07-31 20:29:15
2464;161453;39;comment;161453;2024-07-31 20:31:37
2465;161449;39;comment;161449;2024-07-31 20:31:38
2466;159993;39;comment;159993;2024-07-31 20:31:39
2467;159870;39;comment;159870;2024-07-31 20:31:40
2468;159863;39;comment;159863;2024-07-31 20:31:41
2469;159851;39;comment;159851;2024-07-31 20:31:42
2470;161435;39;comment;161435;2024-07-31 20:32:19
2471;161448;"0";comment;161448;2024-08-01 00:24:42
2472;161473;"0";comment;161473;2024-08-01 00:28:06
2473;161442;"0";comment;161442;2024-08-01 00:28:06
2474;161439;"0";comment;161439;2024-08-01 00:28:07
2475;161409;"0";comment;161409;2024-08-01 00:28:09
2476;161416;"0";comment;161416;2024-08-01 00:28:10
2477;161381;"0";comment;161381;2024-08-01 00:28:11
2478;161385;"0";comment;161385;2024-08-01 00:28:11
2479;161469;"0";comment;161469;2024-08-01 00:29:49
2480;161451;"0";comment;161451;2024-08-01 00:29:50
2481;161430;"0";comment;161430;2024-08-01 00:29:51
2482;161422;"0";comment;161422;2024-08-01 00:29:52
2483;161420;"0";comment;161420;2024-08-01 00:29:53
2484;161448;33;comment;161448;2024-08-01 10:41:01
2485;161456;33;comment;161456;2024-08-01 10:43:50
2486;161482;33;comment;161482;2024-08-01 10:50:07
2487;161475;33;comment;161475;2024-08-01 10:50:07
2488;161481;33;comment;161481;2024-08-01 10:50:09
2489;161463;33;comment;161463;2024-08-01 10:50:10
2490;161482;39;comment;161482;2024-08-01 10:55:26
2491;161487;39;comment;161487;2024-08-01 10:55:27
2492;161475;39;comment;161475;2024-08-01 10:55:28
2493;161481;39;comment;161481;2024-08-01 10:55:30
2494;161463;39;comment;161463;2024-08-01 10:55:31
2495;161491;39;comment;161491;2024-08-01 11:02:14
2496;161478;39;comment;161478;2024-08-01 11:02:15
2497;161479;"0";comment;161479;2024-08-01 12:49:06
2498;161515;39;comment;161515;2024-08-01 13:13:23
2499;161512;39;comment;161512;2024-08-01 13:13:23
2500;161503;39;comment;161503;2024-08-01 13:13:24
2501;161494;39;comment;161494;2024-08-01 13:13:25
2502;161524;39;comment;161524;2024-08-01 17:50:58
2503;161523;39;comment;161523;2024-08-01 17:50:58
2504;161518;39;comment;161518;2024-08-01 17:50:59
2505;161448;39;comment;161448;2024-08-01 17:51:26
2506;161527;39;comment;161527;2024-08-01 19:23:35
2507;161526;39;comment;161526;2024-08-01 19:23:37
2508;161521;39;comment;161521;2024-08-01 19:23:38
2509;161517;39;comment;161517;2024-08-01 19:23:40
2510;161514;39;comment;161514;2024-08-01 19:23:41
2511;161525;39;comment;161525;2024-08-01 19:23:46
2512;161516;39;comment;161516;2024-08-01 20:18:27
2513;161529;39;comment;161529;2024-08-01 20:21:11
2514;161526;"0";comment;161526;2024-08-01 21:01:48
2515;161518;33;comment;161518;2024-08-02 10:22:05
2516;161523;33;comment;161523;2024-08-02 10:22:06
2517;161524;33;comment;161524;2024-08-02 10:22:07
2518;161535;33;comment;161535;2024-08-02 10:22:08
2519;161530;"0";comment;161530;2024-08-02 12:17:42
2520;161548;"0";comment;161548;2024-08-02 12:17:45
2521;161561;39;comment;161561;2024-08-02 21:50:12
2522;161548;39;comment;161548;2024-08-02 21:50:14
2523;161530;39;comment;161530;2024-08-02 21:50:15
2524;161551;39;comment;161551;2024-08-02 21:50:15
2525;161550;39;comment;161550;2024-08-02 21:50:17
2526;161571;39;comment;161571;2024-08-02 21:50:18
2527;161570;39;comment;161570;2024-08-02 21:50:33
2528;161572;39;comment;161572;2024-08-02 21:51:11
2529;161565;39;comment;161565;2024-08-02 21:51:33
2530;161558;39;comment;161558;2024-08-02 21:51:33
2531;161536;39;comment;161536;2024-08-02 21:51:34
2532;161534;39;comment;161534;2024-08-02 21:51:35
2533;161563;39;comment;161563;2024-08-02 21:59:16
2534;161556;39;comment;161556;2024-08-02 21:59:17
2535;161535;39;comment;161535;2024-08-02 21:59:18
2536;161569;39;comment;161569;2024-08-02 22:02:29
2537;161578;39;comment;161578;2024-08-02 22:02:30
2538;161567;39;comment;161567;2024-08-02 22:02:31
2539;161540;39;comment;161540;2024-08-02 22:02:32
2540;161553;"0";comment;161553;2024-08-03 07:31:35
2541;161554;"0";comment;161554;2024-08-03 07:31:36
2542;161593;"0";comment;161593;2024-08-03 07:31:37
2543;161525;"0";comment;161525;2024-08-03 07:31:39
2544;161521;"0";comment;161521;2024-08-03 07:31:42
2545;161532;"0";comment;161532;2024-08-03 07:31:44
2546;161562;"0";comment;161562;2024-08-03 07:31:49
2547;161609;"0";comment;161609;2024-08-03 12:14:14
2548;161627;39;comment;161627;2024-08-03 14:40:13
2549;161625;39;comment;161625;2024-08-03 15:19:15
2550;161628;39;comment;161628;2024-08-03 15:19:34
2551;161546;39;comment;161546;2024-08-03 15:19:35
2552;161522;39;comment;161522;2024-08-03 15:19:36
2553;161500;39;comment;161500;2024-08-03 15:19:37
2554;161639;33;comment;161639;2024-08-04 09:46:19
2555;161683;39;comment;161683;2024-08-05 13:09:31
2556;161678;39;comment;161678;2024-08-05 13:09:33
2557;161684;39;comment;161684;2024-08-05 13:12:22
2558;161682;39;comment;161682;2024-08-05 13:12:23
2559;161679;39;comment;161679;2024-08-05 13:12:24
2560;161687;39;comment;161687;2024-08-05 13:17:23
2561;161670;39;comment;161670;2024-08-05 13:17:24
2562;161659;39;comment;161659;2024-08-05 13:17:25
2563;161637;39;comment;161637;2024-08-05 13:17:25
2564;161648;39;comment;161648;2024-08-05 13:27:03
2565;161618;39;comment;161618;2024-08-05 13:27:04
2566;161650;39;comment;161650;2024-08-05 13:27:20
2567;161621;39;comment;161621;2024-08-05 13:27:20
2568;161606;39;comment;161606;2024-08-05 13:27:21
2569;161597;39;comment;161597;2024-08-05 13:27:23
2570;161689;39;comment;161689;2024-08-05 13:28:30
2571;161697;39;comment;161697;2024-08-05 20:45:09
2572;161707;39;comment;161707;2024-08-05 20:49:20
2573;161699;39;comment;161699;2024-08-05 20:49:20
2574;161672;39;comment;161672;2024-08-05 20:49:21
2575;161664;39;comment;161664;2024-08-05 20:49:22
2576;161605;39;comment;161605;2024-08-05 20:50:30
2577;161591;39;comment;161591;2024-08-05 20:50:32
2578;161585;39;comment;161585;2024-08-05 20:50:33
2579;161676;39;comment;161676;2024-08-05 20:51:00
2580;161708;39;comment;161708;2024-08-05 20:52:14
2581;161709;39;comment;161709;2024-08-05 20:55:43
2582;161677;39;comment;161677;2024-08-05 20:55:44
2583;161710;39;comment;161710;2024-08-05 20:55:45
2584;161666;39;comment;161666;2024-08-05 20:55:46
2585;161706;"0";comment;161706;2024-08-05 21:40:41
2586;161727;39;comment;161727;2024-08-06 11:27:25
2587;161721;39;comment;161721;2024-08-06 11:27:26
2588;161717;39;comment;161717;2024-08-06 11:27:27
2589;161713;39;comment;161713;2024-08-06 11:27:28
2590;161725;39;comment;161725;2024-08-06 11:27:42
2591;161724;39;comment;161724;2024-08-06 11:27:59
2592;161719;39;comment;161719;2024-08-06 11:28:00
2593;161723;39;comment;161723;2024-08-06 11:28:07
2594;161745;39;comment;161745;2024-08-06 14:31:35
2595;161735;39;comment;161735;2024-08-06 14:31:36
2596;161712;39;comment;161712;2024-08-06 14:31:36
2597;161706;39;comment;161706;2024-08-06 14:31:37
2598;161711;39;comment;161711;2024-08-06 14:31:39
2599;161722;39;comment;161722;2024-08-06 14:31:40
2600;161753;39;comment;161753;2024-08-06 14:32:29
2601;161749;39;comment;161749;2024-08-06 14:32:30
2602;161752;39;comment;161752;2024-08-06 14:32:47
2603;161751;39;comment;161751;2024-08-06 14:33:27
2604;161720;39;comment;161720;2024-08-06 14:33:27
2605;161758;"0";comment;161758;2024-08-06 15:05:28
2606;161729;39;comment;161729;2024-08-06 19:07:22
2607;161754;39;comment;161754;2024-08-06 19:07:22
2608;161764;39;comment;161764;2024-08-06 19:07:23
2609;161761;39;comment;161761;2024-08-06 19:07:34
2610;161755;39;comment;161755;2024-08-06 19:07:35
2611;161767;39;comment;161767;2024-08-06 20:05:00
2612;161776;39;comment;161776;2024-08-07 22:32:45
2613;161784;39;comment;161784;2024-08-07 22:32:46
2614;161799;39;comment;161799;2024-08-07 22:32:47
2615;161813;39;comment;161813;2024-08-07 22:40:27
2616;161808;39;comment;161808;2024-08-07 22:40:28
2617;161790;39;comment;161790;2024-08-07 22:40:29
2618;161815;39;comment;161815;2024-08-07 22:42:42
2619;161807;39;comment;161807;2024-08-07 22:42:43
2620;161796;39;comment;161796;2024-08-07 22:42:44
2621;161817;39;comment;161817;2024-08-07 22:53:12
2622;161805;39;comment;161805;2024-08-07 22:53:13
2623;161801;39;comment;161801;2024-08-07 23:18:04
2624;161786;39;comment;161786;2024-08-07 23:18:05
2625;161822;39;comment;161822;2024-08-07 23:18:06
2626;161771;39;comment;161771;2024-08-07 23:18:06
2627;161821;39;comment;161821;2024-08-07 23:18:07
2628;161769;39;comment;161769;2024-08-07 23:18:08
2629;161824;39;comment;161824;2024-08-07 23:29:07
2630;161825;39;comment;161825;2024-08-07 23:35:00
2631;161528;"0";comment;161528;2024-08-08 03:39:45
2632;161800;39;comment;161800;2024-08-08 21:06:45
2633;161820;39;comment;161820;2024-08-08 21:06:46
2634;161844;39;comment;161844;2024-08-08 21:06:47
2635;161860;39;comment;161860;2024-08-08 21:06:48
2636;161785;39;comment;161785;2024-08-08 21:06:50
2637;161819;39;comment;161819;2024-08-08 21:06:50
2638;161773;39;comment;161773;2024-08-08 21:06:51
2639;161772;39;comment;161772;2024-08-08 21:06:52
2640;161818;39;comment;161818;2024-08-08 21:06:53
2641;161768;39;comment;161768;2024-08-08 21:06:54
2642;161863;39;comment;161863;2024-08-08 21:09:58
2643;161851;39;comment;161851;2024-08-08 21:09:59
2644;161862;39;comment;161862;2024-08-08 21:10:09
2645;161850;39;comment;161850;2024-08-08 21:10:10
2646;161845;39;comment;161845;2024-08-08 21:10:53
2647;161839;39;comment;161839;2024-08-08 21:10:54
2648;161830;39;comment;161830;2024-08-08 21:10:55
2649;161868;39;comment;161868;2024-08-08 23:04:38
2650;161872;39;comment;161872;2024-08-08 23:04:40
2651;161866;39;comment;161866;2024-08-08 23:04:41
2652;161865;39;comment;161865;2024-08-08 23:04:42
2653;161864;39;comment;161864;2024-08-08 23:04:43
2654;161872;"0";comment;161872;2024-08-08 23:05:04
2655;161873;39;comment;161873;2024-08-08 23:09:11
2656;161875;39;comment;161875;2024-08-08 23:14:27
2657;161877;39;comment;161877;2024-08-08 23:14:28
2658;161818;"0";comment;161818;2024-08-09 10:44:09
2659;161861;"0";comment;161861;2024-08-09 11:18:00
2660;161903;39;comment;161903;2024-08-09 13:05:40
2661;161914;39;comment;161914;2024-08-09 13:23:16
2662;161906;39;comment;161906;2024-08-09 13:23:18
2663;161922;39;comment;161922;2024-08-10 00:33:50
2664;161919;39;comment;161919;2024-08-10 00:33:51
2665;161894;39;comment;161894;2024-08-10 00:33:52
2666;161878;39;comment;161878;2024-08-10 00:33:53
2667;161867;39;comment;161867;2024-08-10 00:33:56
2668;161882;39;comment;161882;2024-08-10 00:33:57
2669;161912;"0";comment;161912;2024-08-10 07:40:29
2670;161959;39;comment;161959;2024-08-10 22:28:57
2671;159742;39;comment;159742;2024-08-10 22:28:58
2672;159629;39;comment;159629;2024-08-10 22:28:58
2673;159612;39;comment;159612;2024-08-10 22:29:00
2674;159615;39;comment;159615;2024-08-10 22:29:01
2675;161955;39;comment;161955;2024-08-10 22:41:54
2676;161945;39;comment;161945;2024-08-10 22:41:55
2677;161939;39;comment;161939;2024-08-10 22:41:56
2678;161962;39;comment;161962;2024-08-10 22:45:31
2679;161951;39;comment;161951;2024-08-10 22:45:32
2680;161965;39;comment;161965;2024-08-10 22:49:21
2681;161958;39;comment;161958;2024-08-10 22:49:21
2682;161968;39;comment;161968;2024-08-10 22:55:13
2683;161899;39;comment;161899;2024-08-10 22:55:14
2684;161829;39;comment;161829;2024-08-10 22:55:15
2685;161946;39;comment;161946;2024-08-10 23:30:45
2686;161940;39;comment;161940;2024-08-10 23:30:46
2687;161926;39;comment;161926;2024-08-10 23:30:48
2688;161976;39;comment;161976;2024-08-10 23:38:07
2689;161949;39;comment;161949;2024-08-10 23:38:09
2690;161928;39;comment;161928;2024-08-10 23:38:10
2691;161977;39;comment;161977;2024-08-12 22:14:19
2692;161972;39;comment;161972;2024-08-12 22:14:21
2693;162025;39;comment;162025;2024-08-12 22:18:50
2694;162028;39;comment;162028;2024-08-12 22:25:26
2695;162018;39;comment;162018;2024-08-12 22:25:27
2696;162017;39;comment;162017;2024-08-12 22:25:42
2697;162005;39;comment;162005;2024-08-12 22:27:19
2698;161993;39;comment;161993;2024-08-12 22:27:20
2699;161989;39;comment;161989;2024-08-12 22:27:21
2700;162030;39;comment;162030;2024-08-12 22:30:21
2701;162033;39;comment;162033;2024-08-12 23:16:24
2702;162034;39;comment;162034;2024-08-12 23:22:01
2703;161974;"0";comment;161974;2024-08-14 16:53:44
2704;162022;"0";comment;162022;2024-08-14 20:36:35
2705;162039;39;comment;162039;2024-08-14 21:55:57
2706;162048;39;comment;162048;2024-08-14 21:55:58
2707;162057;39;comment;162057;2024-08-14 21:55:59
2708;162076;39;comment;162076;2024-08-14 22:11:02
2709;162083;39;comment;162083;2024-08-14 22:12:37
2710;162084;39;comment;162084;2024-08-14 22:13:33
2711;162038;39;comment;162038;2024-08-14 22:16:29
2712;162049;39;comment;162049;2024-08-14 22:16:30
2713;162056;39;comment;162056;2024-08-14 22:16:30
2714;162061;39;comment;162061;2024-08-14 22:16:31
2715;162072;39;comment;162072;2024-08-14 22:17:29
2716;162086;39;comment;162086;2024-08-14 22:17:30
2717;162073;39;comment;162073;2024-08-14 22:17:31
2718;162035;39;comment;162035;2024-08-14 22:19:39
2719;162040;39;comment;162040;2024-08-14 22:19:40
2720;162058;39;comment;162058;2024-08-14 22:19:41
2721;162055;39;comment;162055;2024-08-14 22:22:43
2722;162026;39;comment;162026;2024-08-14 22:22:44
2723;162091;39;comment;162091;2024-08-14 22:44:31
2724;162092;39;comment;162092;2024-08-14 22:51:22
2725;162052;39;comment;162052;2024-08-14 23:44:06
2726;162024;39;comment;162024;2024-08-14 23:44:07
2727;162051;39;comment;162051;2024-08-14 23:44:08
2728;162117;"0";comment;162117;2024-08-15 21:05:35
2729;162124;"0";comment;162124;2024-08-16 07:42:00
2730;162099;39;comment;162099;2024-08-16 22:56:14
2731;162114;39;comment;162114;2024-08-16 22:56:16
2732;162152;39;comment;162152;2024-08-16 22:57:51
2733;162150;39;comment;162150;2024-08-16 22:57:52
2734;162153;39;comment;162153;2024-08-16 22:59:33
2735;162154;39;comment;162154;2024-08-16 23:00:44
2736;162142;39;comment;162142;2024-08-16 23:01:21
2737;162146;39;comment;162146;2024-08-16 23:06:29
2738;162134;39;comment;162134;2024-08-16 23:06:30
2739;162122;39;comment;162122;2024-08-16 23:06:31
2740;162124;39;comment;162124;2024-08-16 23:06:32
2741;162106;39;comment;162106;2024-08-16 23:06:32
2742;162156;39;comment;162156;2024-08-16 23:12:21
2743;162158;39;comment;162158;2024-08-16 23:22:05
2744;162159;39;comment;162159;2024-08-16 23:24:20
2745;162100;39;comment;162100;2024-08-17 00:19:23
2746;162115;39;comment;162115;2024-08-17 00:19:24
2747;162112;39;comment;162112;2024-08-17 00:20:48
2748;162162;39;comment;162162;2024-08-17 00:22:15
2749;162090;39;comment;162090;2024-08-17 00:22:24
2750;162119;39;comment;162119;2024-08-17 00:22:25
2751;162111;39;comment;162111;2024-08-17 00:22:27
2752;162093;39;comment;162093;2024-08-17 00:22:45
2753;162098;39;comment;162098;2024-08-17 00:22:46
2754;162113;39;comment;162113;2024-08-17 00:22:47
2755;162141;39;comment;162141;2024-08-17 00:28:11
2756;162145;39;comment;162145;2024-08-17 00:28:12
2757;162165;39;comment;162165;2024-08-17 00:28:12
2758;162182;"0";comment;162182;2024-08-17 15:14:38
2759;162172;"0";comment;162172;2024-08-17 15:25:13
2760;162151;"0";comment;162151;2024-08-17 15:25:14
2761;162191;39;comment;162191;2024-08-19 17:42:08
2762;162240;39;comment;162240;2024-08-19 21:04:20
2763;162216;39;comment;162216;2024-08-19 22:18:00
2764;162246;39;comment;162246;2024-08-19 22:19:39
2765;162255;39;comment;162255;2024-08-19 22:19:39
2766;162176;39;comment;162176;2024-08-19 22:20:39
2767;162201;39;comment;162201;2024-08-19 22:20:40
2768;162251;39;comment;162251;2024-08-19 22:21:12
2769;162257;39;comment;162257;2024-08-19 22:21:40
2770;162241;39;comment;162241;2024-08-19 22:21:58
2771;162230;39;comment;162230;2024-08-19 22:21:58
2772;162258;39;comment;162258;2024-08-19 22:24:00
2773;162239;39;comment;162239;2024-08-19 22:26:05
2774;162225;39;comment;162225;2024-08-19 22:26:05
2775;162220;39;comment;162220;2024-08-19 22:26:06
2776;162259;39;comment;162259;2024-08-19 22:28:39
2777;162238;39;comment;162238;2024-08-19 22:29:16
2778;162224;39;comment;162224;2024-08-19 22:29:18
2779;162260;39;comment;162260;2024-08-19 22:30:05
2780;162215;39;comment;162215;2024-08-19 22:30:22
2781;162190;39;comment;162190;2024-08-19 22:30:23
2782;162175;39;comment;162175;2024-08-19 22:30:24
2783;162157;39;comment;162157;2024-08-19 22:30:26
2784;162248;39;comment;162248;2024-08-19 22:32:37
2785;162247;39;comment;162247;2024-08-19 22:32:37
2786;162265;39;comment;162265;2024-08-19 22:54:32
2787;162266;39;comment;162266;2024-08-19 23:03:23
2788;162236;39;comment;162236;2024-08-19 23:03:58
2789;162222;39;comment;162222;2024-08-19 23:03:59
2790;162209;39;comment;162209;2024-08-19 23:04:00
2791;162262;"0";comment;162262;2024-08-20 07:25:36
2792;161542;33;comment;161542;2024-08-20 13:52:18
2793;162254;"0";comment;162254;2024-08-20 13:56:14
2794;162288;39;comment;162288;2024-08-20 22:53:21
2795;162273;39;comment;162273;2024-08-20 22:53:22
2796;162299;39;comment;162299;2024-08-20 22:53:51
2797;162298;39;comment;162298;2024-08-20 22:53:52
2798;162306;39;comment;162306;2024-08-20 22:54:59
2799;162268;39;comment;162268;2024-08-20 22:56:59
2800;162270;39;comment;162270;2024-08-20 22:57:00
2801;162274;39;comment;162274;2024-08-20 22:57:01
2802;162289;39;comment;162289;2024-08-20 22:57:02
2803;162296;39;comment;162296;2024-08-20 22:57:03
2804;162293;39;comment;162293;2024-08-20 22:57:27
2805;162278;39;comment;162278;2024-08-20 22:57:28
2806;162297;39;comment;162297;2024-08-20 22:58:30
2807;162308;39;comment;162308;2024-08-20 22:58:59
2808;162280;39;comment;162280;2024-08-20 22:59:12
2809;162279;39;comment;162279;2024-08-20 22:59:13
2810;162309;39;comment;162309;2024-08-20 22:59:59
2811;162310;39;comment;162310;2024-08-20 23:05:00
2812;162311;39;comment;162311;2024-08-20 23:13:02
2813;162312;39;comment;162312;2024-08-20 23:19:01
2814;162235;39;comment;162235;2024-08-20 23:19:02
2815;162221;39;comment;162221;2024-08-20 23:19:02
2816;162218;39;comment;162218;2024-08-20 23:19:03
2817;162213;39;comment;162213;2024-08-20 23:19:04
2818;162313;39;comment;162313;2024-08-20 23:21:06
2819;162314;39;comment;162314;2024-08-20 23:30:02
2820;162283;39;comment;162283;2024-08-20 23:30:24
2821;162252;39;comment;162252;2024-08-20 23:30:24
2822;162249;39;comment;162249;2024-08-20 23:30:25
2823;162287;39;comment;162287;2024-08-20 23:31:25
2824;162272;39;comment;162272;2024-08-20 23:31:26
2825;161436;23;comment;161436;2024-08-21 10:13:49
2826;162342;39;comment;162342;2024-08-21 22:24:42
2827;162345;39;comment;162345;2024-08-21 22:25:01
2828;162344;39;comment;162344;2024-08-21 22:25:47
2829;162346;39;comment;162346;2024-08-21 22:26:49
2830;162343;39;comment;162343;2024-08-21 22:27:04
2831;162347;39;comment;162347;2024-08-21 22:27:41
2832;162348;39;comment;162348;2024-08-21 22:28:38
2833;162337;39;comment;162337;2024-08-21 22:28:39
2834;162329;39;comment;162329;2024-08-21 22:29:02
2835;162349;39;comment;162349;2024-08-21 22:29:28
2836;162338;39;comment;162338;2024-08-21 22:30:02
2837;162326;39;comment;162326;2024-08-21 22:30:03
2838;162350;39;comment;162350;2024-08-21 22:31:07
2839;162351;39;comment;162351;2024-08-21 22:32:00
2840;162352;39;comment;162352;2024-08-21 22:43:11
2841;162353;39;comment;162353;2024-08-21 22:47:21
2842;162364;39;comment;162364;2024-08-22 23:09:14
2843;162384;39;comment;162384;2024-08-22 23:09:15
2844;162385;39;comment;162385;2024-08-22 23:11:24
2845;162386;39;comment;162386;2024-08-22 23:13:00
2846;162367;39;comment;162367;2024-08-22 23:13:01
2847;162387;39;comment;162387;2024-08-22 23:14:45
2848;162366;39;comment;162366;2024-08-22 23:14:45
2849;162365;39;comment;162365;2024-08-22 23:15:06
2850;162389;39;comment;162389;2024-08-22 23:30:01
2851;162400;39;comment;162400;2024-08-23 18:22:18
2852;162394;39;comment;162394;2024-08-23 18:22:19
2853;162390;39;comment;162390;2024-08-23 18:22:20
2854;162415;"0";comment;162415;2024-08-23 18:26:29
2855;162408;39;comment;162408;2024-08-23 18:29:29
2856;162419;39;comment;162419;2024-08-23 18:31:14
2857;162420;39;comment;162420;2024-08-23 18:33:19
2858;162421;39;comment;162421;2024-08-23 18:34:22
2859;162422;39;comment;162422;2024-08-23 18:35:36
2860;162407;39;comment;162407;2024-08-23 18:35:58
2861;162402;39;comment;162402;2024-08-23 18:35:58
2862;162401;39;comment;162401;2024-08-23 18:36:49
2863;162424;39;comment;162424;2024-08-23 18:37:10
2864;162413;"0";comment;162413;2024-08-23 18:51:57
2865;162359;39;comment;162359;2024-08-23 19:43:08
2866;162375;39;comment;162375;2024-08-23 19:43:09
2867;162409;39;comment;162409;2024-08-23 19:43:09
2868;162010;39;comment;162010;2024-08-23 19:50:43
2869;162426;39;comment;162426;2024-08-23 19:56:24
2870;162447;"0";comment;162447;2024-08-24 18:24:44
2871;162479;39;comment;162479;2024-08-25 22:14:04
2872;162440;39;comment;162440;2024-08-25 22:14:05
2873;162429;39;comment;162429;2024-08-25 22:14:07
2874;162431;39;comment;162431;2024-08-25 22:14:09
2875;162506;39;comment;162506;2024-08-26 22:36:32
2876;162507;39;comment;162507;2024-08-26 22:40:31
2877;162483;39;comment;162483;2024-08-26 22:40:32
2878;162469;39;comment;162469;2024-08-26 22:40:32
2879;162458;39;comment;162458;2024-08-26 22:40:33
2880;162497;39;comment;162497;2024-08-26 22:48:39
2881;162501;39;comment;162501;2024-08-26 22:48:40
2882;162509;39;comment;162509;2024-08-26 22:49:11
2883;162500;39;comment;162500;2024-08-26 22:49:33
2884;162510;39;comment;162510;2024-08-26 22:51:57
2885;162499;39;comment;162499;2024-08-26 22:52:12
2886;162511;39;comment;162511;2024-08-26 22:52:52
2887;162491;39;comment;162491;2024-08-26 22:53:09
2888;162473;39;comment;162473;2024-08-26 22:53:10
2889;162512;39;comment;162512;2024-08-26 22:55:52
2890;162478;39;comment;162478;2024-08-26 22:56:21
2891;162463;39;comment;162463;2024-08-26 22:56:22
2892;162446;39;comment;162446;2024-08-26 22:56:23
2893;162434;39;comment;162434;2024-08-26 22:56:24
2894;162513;39;comment;162513;2024-08-26 22:58:36
2895;162481;39;comment;162481;2024-08-26 22:59:10
2896;162470;39;comment;162470;2024-08-26 22:59:11
2897;162514;39;comment;162514;2024-08-26 23:00:06
2898;162487;39;comment;162487;2024-08-26 23:01:14
2899;162475;39;comment;162475;2024-08-26 23:01:15
2900;162460;39;comment;162460;2024-08-26 23:01:16
2901;162515;39;comment;162515;2024-08-26 23:11:31
2902;162525;"0";comment;162525;2024-08-27 14:28:24
2903;162526;"0";comment;162526;2024-08-27 14:28:24
2904;162544;39;comment;162544;2024-08-28 22:18:33
2905;162550;39;comment;162550;2024-08-28 22:18:34
2906;162565;39;comment;162565;2024-08-28 22:18:35
2907;162571;39;comment;162571;2024-08-28 22:18:36
2908;162580;39;comment;162580;2024-08-28 22:18:53
2909;162574;39;comment;162574;2024-08-28 22:18:54
2910;162583;39;comment;162583;2024-08-28 22:21:53
2911;162584;39;comment;162584;2024-08-28 22:23:43
2912;162572;39;comment;162572;2024-08-28 22:24:03
2913;162585;39;comment;162585;2024-08-28 22:24:43
2914;162579;39;comment;162579;2024-08-28 22:24:59
2915;162581;39;comment;162581;2024-08-28 22:25:00
2916;162573;39;comment;162573;2024-08-28 22:25:02
2917;162586;39;comment;162586;2024-08-28 22:30:05
2918;162546;39;comment;162546;2024-08-28 22:30:20
2919;162587;39;comment;162587;2024-08-28 22:30:56
2920;162587;"0";comment;162587;2024-08-29 09:18:19
2921;162600;"0";comment;162600;2024-08-29 17:02:19
2922;162584;"0";comment;162584;2024-08-29 17:02:21
2923;162606;39;comment;162606;2024-08-29 23:17:22
2924;162636;39;comment;162636;2024-08-30 23:07:44
2925;162628;39;comment;162628;2024-08-30 23:31:19
2926;162643;39;comment;162643;2024-08-30 23:32:10
